Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-01-01,ACC,EQ,1617.65,1617.2,1632.0,1615.65,1626.0,1626.1,1625.61,647892,105321718725000.0,19780,96651,0.1492
2021-01-04,ACC,EQ,1626.1,1634.0,1649.0,1628.0,1643.65,1641.4,1638.51,1446174,236957145930000.03,43847,412528,0.2853
2021-01-05,ACC,EQ,1641.4,1639.95,1655.25,1629.25,1646.0,1645.3,1640.97,1229551,201765800110000.0,76534,342348,0.2784
2021-01-06,ACC,EQ,1645.3,1658.0,1679.0,1641.0,1673.5,1674.45,1661.75,1755315,291688698780000.0,47451,350684,0.1998
2021-01-07,ACC,EQ,1674.45,1691.25,1720.0,1683.2,1710.0,1704.35,1704.87,2052711,349961124020000.0,62516,519453,0.2531
2021-01-08,ACC,EQ,1704.35,1720.0,1769.55,1713.05,1760.0,1761.25,1747.51,2133816,372886767195000.0,64866,906875,0.425
2021-01-11,ACC,EQ,1761.25,1743.95,1799.0,1743.5,1781.2,1787.05,1778.39,1677994,298413385295000.0,60452,402495,0.2399
2021-01-12,ACC,EQ,1787.05,1783.0,1814.0,1775.1,1794.1,1795.1,1798.49,1505259,270719975144999.97,44435,430021,0.2857
2021-01-13,ACC,EQ,1795.1,1795.15,1811.7,1771.1,1788.95,1792.4,1794.46,922665,165568431085000.0,26144,214291,0.2323
2021-01-14,ACC,EQ,1792.4,1790.0,1805.0,1773.0,1782.5,1785.5,1784.4,627682,112003668490000.02,26372,197345,0.3144
2021-01-15,ACC,EQ,1785.5,1780.0,1785.9,1718.25,1740.5,1740.1,1742.85,1238841,215910942950000.0,37746,299493,0.24180000000000001
2021-01-18,ACC,EQ,1740.1,1738.0,1746.35,1670.25,1701.3,1701.5,1696.61,965219,163760064910000.0,32488,303329,0.3143
2021-01-19,ACC,EQ,1701.5,1703.6,1720.9,1690.0,1715.0,1712.4,1707.39,1062139,181348100915000.0,29102,286275,0.2695
2021-01-20,ACC,EQ,1712.4,1714.0,1718.65,1688.0,1709.0,1710.05,1702.76,841615,143306996380000.0,43261,166405,0.1977
2021-01-21,ACC,EQ,1710.05,1720.4,1726.65,1656.0,1674.0,1665.75,1695.19,1486010,251907123860000.0,47484,514853,0.3465
2021-01-22,ACC,EQ,1665.75,1674.0,1708.95,1653.25,1697.6,1694.85,1688.75,1280708,216279170660000.0,37358,333592,0.2605
2021-01-25,ACC,EQ,1694.85,1724.55,1725.65,1658.0,1667.9,1663.15,1689.11,905403,152932260135000.0,26100,178674,0.1973
2021-01-27,ACC,EQ,1663.15,1657.7,1675.95,1624.2,1628.2,1637.85,1654.36,891651,147510922420000.0,34876,181316,0.20329999999999998
