Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-08-09,ADANIENT,EQ,1536.65,1546.7,1565.0,1482.5,1485.25,1493.4,1519.58,6031426,916525552395000.1,121345,721540,0.11960000000000001
2021-08-10,ADANIENT,EQ,1493.4,1488.0,1498.65,1426.05,1440.1,1446.5,1464.07,3581449,524350277355000.0,72296,306560,0.08560000000000001
2021-08-11,ADANIENT,EQ,1446.5,1455.0,1456.6,1407.0,1435.25,1437.05,1430.09,3197412,457257956470000.0,59718,667588,0.20879999999999999
2021-08-12,ADANIENT,EQ,1437.05,1443.6,1458.0,1430.25,1441.95,1442.9,1444.61,2455443,354716479085000.0,41283,651296,0.2652
2021-08-13,ADANIENT,EQ,1442.9,1445.0,1454.0,1428.0,1429.0,1437.0,1444.14,2095991,302691311950000.0,34004,686927,0.32770000000000005
2021-08-16,ADANIENT,EQ,1437.0,1431.5,1449.7,1413.55,1430.5,1430.1,1430.82,1909352,273193007994999.97,40688,258579,0.1354
2021-08-17,ADANIENT,EQ,1430.1,1431.0,1451.0,1416.2,1437.55,1441.65,1438.29,3062815,440521199125000.0,58332,969653,0.3166
2021-08-18,ADANIENT,EQ,1441.65,1441.9,1496.8,1432.6,1456.0,1460.0,1463.29,4738820,693428839800000.0,88757,894362,0.1887
2021-08-20,ADANIENT,EQ,1460.0,1438.0,1482.65,1411.0,1415.1,1430.1,1450.89,4933377,715776314485000.0,71606,1532300,0.3106
2021-08-23,ADANIENT,EQ,1430.1,1415.05,1427.75,1361.55,1394.0,1396.7,1402.44,4866080,682439712375000.0,95718,727565,0.1495
2021-08-24,ADANIENT,EQ,1396.7,1407.0,1448.4,1390.0,1434.0,1437.8,1419.5,3362312,477280624455000.0,51926,964222,0.2868
2021-08-25,ADANIENT,EQ,1437.8,1444.25,1481.8,1425.0,1478.0,1475.35,1460.08,5361140,782766733500000.0,98170,697509,0.1301
2021-08-26,ADANIENT,EQ,1475.35,1482.0,1494.65,1460.4,1472.0,1475.7,1477.81,4678919,691453342175000.0,79309,702979,0.1502
2021-08-27,ADANIENT,EQ,1475.7,1475.0,1515.0,1474.1,1504.2,1506.05,1497.5,5164477,773381620785000.0,88381,719345,0.1393
2021-08-30,ADANIENT,EQ,1506.05,1513.75,1527.0,1493.3,1514.15,1516.55,1510.47,3149863,475776998480000.0,46572,934028,0.2965
2021-08-31,ADANIENT,EQ,1516.55,1517.3,1596.85,1512.8,1585.0,1587.6,1568.03,7234384,1134373961095000.0,134165,1966642,0.2718
2021-09-01,ADANIENT,EQ,1587.6,1594.9,1600.85,1561.5,1565.0,1565.2,1578.06,3056760,482374956260000.06,54717,615139,0.20120000000000002
2021-09-02,ADANIENT,EQ,1565.2,1571.0,1594.3,1565.5,1569.35,1570.55,1577.49,2171898,342614474510000.0,38120,507973,0.2339
2021-09-03,ADANIENT,EQ,1570.55,1578.5,1581.4,1551.55,1567.0,1565.55,1564.68,1687999,264118098010000.0,36037,350865,0.2079
2021-09-06,ADANIENT,EQ,1565.55,1572.0,1628.45,1566.05,1581.35,1582.0,1602.87,5562312,891566372420000.1,115296,742349,0.1335
2021-09-07,ADANIENT,EQ,1582.0,1585.1,1592.35,1553.0,1557.0,1558.1,1568.12,1651169,258923018265000.0,35022,345317,0.2091
2021-09-08,ADANIENT,EQ,1558.1,1559.9,1579.0,1538.25,1555.0,1555.95,1559.05,2084219,324939605920000.0,42939,338951,0.16260000000000002
2021-09-09,ADANIENT,EQ,1555.95,1561.6,1565.5,1535.05,1545.25,1545.0,1548.91,1243149,192552182240000.0,29357,177937,0.1431
2021-09-13,ADANIENT,EQ,1545.0,1548.0,1557.0,1525.25,1529.0,1532.45,1535.32,1759456,270133034375000.0,31219,580307,0.3298
2021-09-14,ADANIENT,EQ,1532.45,1539.9,1547.25,1497.05,1514.0,1513.2,1514.85,7143757,1082169494435000.0,60792,3771568,0.528
2021-09-15,ADANIENT,EQ,1513.2,1524.0,1545.6,1496.9,1518.0,1516.8,1510.67,12834337,1938845368345000.0,74170,5455212,0.425
2021-09-16,ADANIENT,EQ,1516.8,1523.0,1535.0,1499.75,1501.7,1503.2,1504.77,7616906,1146168973935000.0,47394,4074935,0.535
2021-09-17,ADANIENT,EQ,1503.2,1503.2,1525.0,1465.75,1480.15,1480.25,1492.82,3329954,497102928810000.06,61528,687034,0.20629999999999998
2021-09-20,ADANIENT,EQ,1480.25,1464.9,1488.5,1409.95,1419.5,1418.85,1449.83,2273312,329590904985000.0,49184,405579,0.1784
2021-09-21,ADANIENT,EQ,1418.85,1420.0,1446.95,1381.35,1439.0,1441.45,1426.17,2682157,382520357905000.0,54416,390245,0.14550000000000002
2021-09-22,ADANIENT,EQ,1441.45,1435.0,1462.65,1424.35,1426.5,1437.75,1445.0,1663858,240427306655000.03,35961,329266,0.1979
2021-09-23,ADANIENT,EQ,1437.75,1453.0,1480.0,1441.1,1475.6,1474.35,1466.34,1622616,237930330875000.0,39558,397161,0.24480000000000002
